Day,Month,Year,Hour,No Image or Poor Image,Low/Mid Clouds (%),High Cirrus (%),Long-lived Contrails (Count),Contrail-Cirrus (Count),Day Low/Mid,Day Count Cirrs,Day Count Cont LL,Day Count Cont-Cirrus,,,,,,,,,,,,,,,,,,,,
8,12,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,12,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,17,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
7,12,22,16,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,15,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,14,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,13,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,12,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,11,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,10,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,9,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,8,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,7,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,17,,100,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
6,12,22,16,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,15,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,14,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,13,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,12,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,11,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,10,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,9,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,8,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,7,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,17,,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
5,12,22,16,,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,15,,0,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,14,,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,13,,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,12,,60,0,10,2,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,11,,90,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,10,,80,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,9,,30,0,4,3,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,8,,60,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,7,,0,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,19,1,,,,,,,,,,,13:00,,,,12:00,,,11am,,,,,,,,,,
4,12,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,17,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,
4,12,22,16,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,15,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,14,,0,70,0,0,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,13,,0,70,2,0,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,12,,0,70,2,1,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,11,,0,70,2,1,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,10,,0,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,9,,0,70,1,0,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,8,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,7,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,12,22,1,1,,,,,,,,,,,10am,,,,9am,,,8am,,,,,,,,,,
3,12,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,17,,20,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
3,12,22,16,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,15,,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,14,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,13,,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,12,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,11,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,10,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,9,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,8,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,7,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,17,,50,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,
2,12,22,16,,0,20,0,0,,,,,,,12/2 at 11am,,,,12/2 at 10am,,,,,12/2 at 9am,,,,,,,,
2,12,22,15,,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,14,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,13,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,12,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,11,,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,10,,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,9,,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,8,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,7,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,12,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,17,,30,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
1,12,22,16,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,15,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,14,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,13,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,12,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,11,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,10,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,9,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,8,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,7,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,17,,100,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
30,11,22,16,,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,15,,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,14,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,13,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,12,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,11,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,10,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,9,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,8,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,7,,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,17,,60,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
29,11,22,16,,70,20,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,15,,50,20,1,3,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,14,,90,20,,1,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,13,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,12,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,11,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,9,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,8,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,7,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,18,1,,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
28,11,22,17,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,16,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,15,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,14,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,13,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,12,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,11,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,10,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,7,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,17,,100,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
27,11,22,16,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,15,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,14,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,13,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,12,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,11,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,9,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,8,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,7,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,17,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
26,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,17,,0,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
25,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,15,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,14,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,13,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,11,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,10,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,9,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,8,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,7,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,17,,0,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
24,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,14,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,13,,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,12,,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,11,,5,50,2,2,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,10,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,9,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,8,,0,60,1,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,7,,0,90,2,3,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,11,22,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,17,,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
23,11,22,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,11,22,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
